
Data Source:  https://wcc.sc.egov.usda.gov/nwcc/tabget?state=CO
#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 825: Tower, CO
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Tower (825) 
# Colorado  SNOTEL Site - 10500 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Jul 9, 2021 12:46:31 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1981-01-30,9.5,12.0,,,,0.40
1981-01-31,10.2,12.4,,,,0.50
1981-02-01,10.7,12.9,,,,0.10
1981-02-02,11.1,13.0,,,,0.10
1981-02-03,11.1,13.1,,,,0.10
1981-02-04,11.1,13.2,,,,0.00
1981-02-05,11.1,13.2,,,,0.00
1981-02-06,11.1,13.2,,,,0.00
1981-02-07,11.2,13.2,,,,0.30
1981-02-08,11.4,13.5,,,,0.10
1981-02-09,11.4,13.6,,,,1.00
1981-02-10,12.4,14.6,,,,0.10
1981-02-11,12.7,14.7,,,,0.20
1981-02-12,12.9,14.9,,,,0.10
1981-02-13,12.9,15.0,,,,0.00
1981-02-14,12.9,15.0,,,,0.30
1981-02-15,13.1,15.3,,,,0.00
1981-02-16,13.1,15.3,,,,0.00
1981-02-17,13.1,15.3,,,,0.30
1981-02-18,13.5,15.6,,,,0.10
1981-02-19,13.5,15.7,,,,0.00
1981-02-20,13.5,15.7,,,,0.40
1981-02-21,14.0,16.1,,,,0.10
1981-02-22,14.0,16.2,,,,0.10
1981-02-23,14.2,16.3,,,,0.10
1981-02-24,14.2,16.4,,,,0.10
1981-02-25,14.3,16.5,,,,0.00
1981-02-26,14.4,16.5,,,,0.70
1981-02-27,15.0,17.2,,,,0.10
1981-02-28,15.0,17.3,,,,0.00
1981-03-01,15.1,17.3,,,,0.00
1981-03-02,15.1,17.3,,,,0.40
1981-03-03,15.2,17.7,,,,0.60
1981-03-04,15.9,18.3,,,,0.00
1981-03-05,15.9,18.3,,,,0.10
1981-03-06,16.0,18.4,,,,0.40
1981-03-07,16.1,18.8,,,,0.20
1981-03-08,16.4,19.0,,,,0.00
1981-03-09,16.9,19.0,,,,0.10
1981-03-10,16.9,19.1,,,,0.00
1981-03-11,16.9,19.1,,,,0.00
1981-03-12,16.9,19.1,,,,0.00
1981-03-13,16.9,19.1,,,,0.00
1981-03-14,16.9,19.1,,,,0.00
1981-03-15,16.9,19.1,,,,0.00
1981-03-16,16.9,19.1,,,,0.70
1981-03-17,17.2,19.8,,,,0.40
1981-03-18,18.7,20.2,,,,0.10
1981-03-19,19.0,20.3,,,,0.40
1981-03-20,19.0,20.7,,,,0.70
1981-03-21,19.4,21.4,,,,0.30
1981-03-22,19.9,21.7,,,,0.00
1981-03-23,20.1,21.7,,,,0.30
1981-03-24,20.1,22.0,,,,0.20
1981-03-25,20.4,22.2,,,,0.10
1981-03-26,20.8,22.3,,,,0.40
1981-03-27,20.8,22.7,,,,0.00
1981-03-28,20.9,22.7,,,,0.00
1981-03-29,21.3,22.7,,,,0.40
1981-03-30,21.5,23.1,,,,0.80
1981-03-31,23.4,23.9,,,,0.30
1981-04-01,23.8,24.2,,,,0.10
1981-04-02,23.8,24.3,,,,0.30
1981-04-03,24.2,24.6,,,,0.90
1981-04-04,25.3,25.5,,,,0.30
1981-04-05,25.8,25.8,,,,0.20
1981-04-06,25.8,26.0,,,,0.10
1981-04-07,26.1,26.1,,,,0.80
1981-04-08,26.9,26.9,,,,0.00
1981-04-09,27.4,26.9,,,,0.00
1981-04-10,27.4,26.9,,,,0.00
1981-04-11,27.4,26.9,,,,0.00
1981-04-12,27.4,26.9,,,,0.00
1981-04-13,27.4,26.9,,,,0.30
1981-04-14,27.7,27.2,,,,0.10
1981-04-15,27.7,27.3,,,,0.00
1981-04-16,27.7,27.3,,,,0.10
1981-04-17,27.7,27.4,,,,0.00
1981-04-18,27.6,27.4,,,,0.00
1981-04-19,27.6,27.4,,,,0.00
1981-04-20,26.8,27.4,,,,0.00
1981-04-21,26.8,27.4,,,,0.90
1981-04-22,27.3,28.3,,,,0.10
1981-04-23,27.4,28.4,,,,0.00
1981-04-24,27.4,28.4,,,,0.00
1981-04-25,26.3,28.4,,,,0.00
1981-04-26,26.3,28.4,,,,0.00
1981-04-27,24.8,28.4,,,,0.00
1981-04-28,24.7,28.4,,,,0.00
1981-04-29,24.0,28.4,,,,0.00
1981-04-30,23.2,28.4,,,,0.00
1981-05-01,22.6,28.4,,,,0.00
1981-05-02,21.7,28.4,,,,0.00
1981-05-03,21.6,28.4,,,,0.00
1981-05-04,21.6,28.4,,,,1.60
1981-05-05,22.8,30.0,,,,0.70
1981-05-06,23.7,30.7,,,,0.40
1981-05-07,24.2,31.1,,,,0.00
1981-05-08,24.2,31.1,,,,0.00
1981-05-09,24.1,31.1,,,,0.30
1981-05-10,24.6,31.4,,,,0.50
1981-05-11,25.0,31.9,,,,0.20
1981-05-12,25.2,32.1,,,,0.10
1981-05-13,25.5,32.2,,,,0.00
1981-05-14,25.6,32.2,,,,0.00
1981-05-15,25.6,32.2,,,,0.30
1981-05-16,25.6,32.5,,,,0.50
1981-05-17,26.3,33.0,,,,0.40
1981-05-18,26.7,33.4,,,,0.00
1981-05-19,26.7,33.4,,,,0.00
1981-05-20,26.8,33.4,,,,0.00
1981-05-21,26.8,33.4,,,,2.50
1981-05-22,29.4,35.9,,,,2.00
1981-05-23,31.6,37.9,,,,0.00
1981-05-24,31.8,37.9,,,,0.00
1981-05-25,31.8,37.9,,,,0.40
1981-05-26,32.2,38.3,,,,0.20
1981-05-27,31.7,38.5,,,,0.50
1981-05-28,31.2,39.0,,,,0.20
1981-05-29,30.5,39.2,,,,0.00
1981-05-30,29.9,39.2,,,,0.00
1981-05-31,29.1,39.2,,,,0.20
1981-06-01,28.7,39.4,,,,0.00
1981-06-02,27.8,39.4,,,,0.00
1981-06-03,26.6,39.4,,,,0.00
1981-06-04,25.4,39.4,,,,0.00
1981-06-05,24.2,39.4,,,,0.00
1981-06-06,22.6,39.4,,,,0.30
1981-06-07,21.4,39.7,,,,0.00
1981-06-08,19.1,39.7,,,,0.00
1981-06-09,16.7,39.7,,,,0.00
1981-06-10,14.8,39.7,,,,0.00
1981-06-11,10.5,39.7,,,,0.00
1981-06-12,8.1,39.7,,,,0.00
1981-06-13,5.7,39.7,,,,0.00
1981-06-14,4.0,39.7,,,,0.00
1981-06-15,3.9,39.7,,,,0.00
1981-06-16,3.6,39.7,,,,0.00
1981-06-17,1.7,39.7,,,,0.00
1981-06-18,1.1,39.7,,,,0.00
1981-06-19,0.0,39.7,,,,0.00
1981-06-20,0.0,39.7,,,,0.00
1981-06-21,0.0,39.7,,,,0.00
1981-06-22,0.0,39.7,,,,0.00
1981-06-23,0.0,39.7,,,,0.00
1981-06-24,0.0,39.7,,,,0.00
1981-06-25,0.0,39.7,,,,0.10
1981-06-26,0.0,39.8,,,,0.00
1981-06-27,0.0,39.8,,,,1.00
1981-06-28,0.0,40.8,,,,0.00
1981-06-29,0.0,40.8,,,,0.00
1981-06-30,0.0,40.8,,,,0.00
1981-07-01,0.0,40.8,,,,0.00
1981-07-02,0.0,40.8,,,,1.00
1981-07-03,0.0,41.8,,,,0.10
1981-07-04,0.0,41.9,,,,0.00
1981-07-05,0.0,41.9,,,,0.00
1981-07-06,0.0,41.9,,,,0.00
1981-07-07,0.0,41.9,,,,0.00
1981-07-08,0.0,41.9,,,,0.00
1981-07-09,0.0,41.9,,,,0.00
1981-07-10,0.0,41.9,,,,0.00
1981-07-11,0.0,41.9,,,,0.20
1981-07-12,0.0,42.1,,,,0.00
1981-07-13,0.0,42.1,,,,0.00
1981-07-14,0.0,42.1,,,,0.00
1981-07-15,0.0,42.1,,,,0.10
1981-07-16,0.0,42.2,,,,0.00
1981-07-17,0.0,42.2,,,,0.30
1981-07-18,0.0,42.5,,,,0.20
1981-07-19,0.0,42.7,,,,0.00
1981-07-20,0.0,42.7,,,,0.10
1981-07-21,0.0,42.8,,,,0.00
1981-07-22,0.0,42.8,,,,0.00
1981-07-23,0.0,42.8,,,,0.00
1981-07-24,0.0,42.8,,,,0.00
1981-07-25,0.0,42.8,,,,0.80
1981-07-26,0.0,43.6,,,,0.00
1981-07-27,0.0,43.6,,,,0.10
1981-07-28,0.0,43.7,,,,0.20
1981-07-29,0.0,43.9,,,,0.00
1981-07-30,0.0,43.9,,,,0.20
1981-07-31,0.0,44.1,,,,0.00
1981-08-01,0.0,44.1,,,,0.00
1981-08-02,0.0,44.1,,,,0.00
1981-08-03,0.0,44.1,,,,0.00
1981-08-04,0.0,44.1,,,,0.00
1981-08-05,0.0,44.1,,,,0.00
1981-08-06,0.0,44.1,,,,0.00
1981-08-07,0.0,44.1,,,,0.00
1981-08-08,0.0,44.1,,,,0.00
1981-08-09,0.0,44.1,,,,0.00
1981-08-10,0.0,44.1,,,,0.00
1981-08-11,0.0,44.1,,,,0.10
1981-08-12,0.0,44.2,,,,0.60
1981-08-13,0.0,44.8,,,,0.10
1981-08-14,0.0,44.9,,,,0.00
1981-08-15,0.0,44.9,,,,0.00
1981-08-16,0.0,44.9,,,,0.00
1981-08-17,0.0,44.9,,,,0.00
1981-08-18,0.0,44.9,,,,0.00
1981-08-19,0.0,44.9,,,,0.00
1981-08-20,0.0,44.9,,,,0.00
1981-08-21,0.0,44.9,,,,0.00
1981-08-22,0.0,44.9,,,,0.00
1981-08-23,0.0,44.9,,,,0.00
1981-08-24,0.0,44.9,,,,0.20
1981-08-25,0.0,45.1,,,,0.00
1981-08-26,0.0,45.1,,,,0.20
1981-08-27,0.0,45.3,,,,0.10
1981-08-28,0.0,45.4,,,,0.00
1981-08-29,0.0,45.4,,,,0.00
1981-08-30,0.0,45.4,,,,0.00
1981-08-31,0.0,45.4,,,,0.10
1981-09-01,0.0,45.5,,,,0.00
1981-09-02,0.0,45.5,,,,0.50
1981-09-03,0.0,46.0,,,,0.00
1981-09-04,0.0,46.0,,,,0.10
1981-09-05,0.0,46.1,,,,0.20
1981-09-06,0.0,46.3,,,,0.00
1981-09-07,0.0,46.3,,,,0.00
1981-09-08,0.0,46.3,,,,0.00
1981-09-09,0.0,46.3,,,,0.00
1981-09-10,0.0,46.3,,,,0.10
1981-09-11,0.0,46.4,,,,0.10
1981-09-12,0.0,46.5,,,,0.00
1981-09-13,0.0,46.5,,,,0.00
1981-09-14,0.0,46.5,,,,0.00
1981-09-15,0.0,46.5,,,,0.10
1981-09-16,0.0,46.6,,,,0.00
1981-09-17,0.0,46.6,,,,0.00
1981-09-18,0.0,46.6,,,,0.00
1981-09-19,0.0,46.6,,,,0.00
1981-09-20,0.0,46.6,,,,0.10
1981-09-21,0.0,46.7,,,,0.00
1981-09-22,0.0,46.7,,,,0.00
1981-09-23,0.0,46.7,,,,0.00
1981-09-24,0.0,46.7,,,,0.00
1981-09-25,0.0,46.7,,,,0.00
1981-09-26,0.0,46.7,,,,0.00
1981-09-27,0.0,46.7,,,,0.00
1981-09-28,0.0,46.7,,,,0.10
1981-09-29,0.0,46.8,,,,0.00
1981-09-30,0.0,46.8,,,,0.00
1981-10-01,0.0,0.0,,,,0.00
1981-10-02,0.0,0.0,,,,0.20
1981-10-03,0.0,0.2,,,,0.80
1981-10-04,0.1,1.0,,,,0.00
1981-10-05,0.1,1.0,,,,1.10
1981-10-06,1.1,2.1,,,,0.10
1981-10-07,1.1,2.2,,,,0.00
1981-10-08,1.1,2.2,,,,0.70
1981-10-09,1.3,2.9,,,,0.00
1981-10-10,1.3,2.9,,,,0.10
1981-10-11,1.3,3.0,,,,0.80
1981-10-12,2.0,3.8,,,,0.30
1981-10-13,2.2,4.1,,,,0.20
1981-10-14,2.3,4.3,,,,0.00
1981-10-15,2.3,4.3,,,,0.00
1981-10-16,2.3,4.3,,,,1.20
1981-10-17,3.8,5.5,,,,0.10
1981-10-18,3.9,5.6,,,,0.00
1981-10-19,3.9,5.6,,,,0.00
1981-10-20,3.9,5.6,,,,0.00
1981-10-21,3.9,5.6,,,,0.00
1981-10-22,3.9,5.6,,,,0.00
1981-10-23,3.9,5.6,,,,0.30
1981-10-24,4.5,5.9,,,,1.20
1981-10-25,5.9,7.1,,,,0.00
1981-10-26,5.9,7.1,,,,0.10
1981-10-27,5.9,7.2,,,,0.00
1981-10-28,5.9,7.2,,,,0.00
1981-10-29,5.9,7.2,,,,0.50
1981-10-30,6.4,7.7,,,,0.10
1981-10-31,6.7,7.8,,,,0.00
1981-11-01,6.7,7.8,,,,0.10
1981-11-02,6.7,7.9,,,,0.00
1981-11-03,6.7,7.9,,,,0.00
1981-11-04,6.7,7.9,,,,0.10
1981-11-05,6.8,8.0,,,,0.00
1981-11-06,6.9,8.0,,,,0.00
1981-11-07,7.0,8.0,,,,0.00
1981-11-08,7.1,8.0,,,,0.10
1981-11-09,7.1,8.1,,,,0.00
1981-11-10,7.1,8.1,,,,0.00
1981-11-11,7.1,8.1,,,,0.00
1981-11-12,7.1,8.1,,,,0.00
1981-11-13,7.1,8.1,,,,0.10
1981-11-14,7.1,8.2,,,,0.40
1981-11-15,7.7,8.6,,,,0.00
1981-11-16,7.8,8.6,,,,0.00
1981-11-17,7.8,8.6,,,,0.50
1981-11-18,8.2,9.1,,,,0.70
1981-11-19,9.1,9.8,,,,0.20
1981-11-20,9.2,10.0,,,,0.10
1981-11-21,9.3,10.1,,,,0.00
1981-11-22,9.3,10.1,,,,0.60
1981-11-23,10.2,10.7,,,,0.20
1981-11-24,10.3,10.9,,,,0.00
1981-11-25,10.3,10.9,,,,0.30
1981-11-26,10.6,11.2,,,,0.10
1981-11-27,10.6,11.3,,,,0.30
1981-11-28,11.2,11.6,,,,0.00
1981-11-29,11.2,11.6,,,,0.20
1981-11-30,11.5,11.8,,,,0.40
1981-12-01,12.2,12.2,,,,0.50
1981-12-02,13.1,12.7,,,,0.30
1981-12-03,13.4,13.0,,,,0.00
1981-12-04,13.5,13.0,,,,0.20
1981-12-05,13.6,13.2,,,,0.00
1981-12-06,13.6,13.2,,,,0.00
1981-12-07,13.6,13.2,,,,0.00
1981-12-08,13.6,13.2,,,,0.00
1981-12-09,13.6,13.2,,,,0.00
1981-12-10,13.6,13.2,,,,0.00
1981-12-11,13.6,13.2,,,,0.10
1981-12-12,13.7,13.3,,,,0.60
1981-12-13,14.7,13.9,,,,0.10
1981-12-14,14.8,14.0,,,,0.80
1981-12-15,15.5,14.8,,,,1.20
1981-12-16,17.3,16.0,,,,0.60
1981-12-17,18.6,16.6,,,,0.40
1981-12-18,18.8,17.0,,,,0.00
1981-12-19,18.8,17.0,,,,0.50
1981-12-20,19.3,17.5,,,,0.80
1981-12-21,20.8,18.3,,,,0.80
1981-12-22,21.8,19.1,,,,0.40
1981-12-23,22.6,19.5,,,,0.10
1981-12-24,22.6,19.6,,,,0.20
1981-12-25,23.3,19.8,,,,0.50
1981-12-26,24.6,20.3,,,,1.20
1981-12-27,26.1,21.5,,,,0.30
1981-12-28,26.7,21.8,,,,0.00
1981-12-29,27.0,21.8,,,,1.30
1981-12-30,28.2,23.1,,,,1.00
1981-12-31,29.7,24.1,,,,0.70
1982-01-01,30.4,24.8,,,,0.30
1982-01-02,31.1,25.1,,,,0.30
1982-01-03,31.4,25.4,,,,0.20
1982-01-04,31.8,25.6,,,,0.50
1982-01-05,32.5,26.1,,,,1.40
1982-01-06,34.6,27.5,,,,0.00
1982-01-07,34.6,27.5,,,,0.00
1982-01-08,34.6,27.5,,,,0.00
1982-01-09,34.6,27.5,,,,0.30
1982-01-10,34.6,27.8,,,,0.00
1982-01-11,34.6,27.8,,,,0.30
1982-01-12,34.9,28.1,,,,0.10
1982-01-13,35.2,28.2,,,,0.70
1982-01-14,35.7,28.9,,,,1.20
1982-01-15,36.8,30.1,,,,
1982-01-16,36.8,30.0,,,,0.10
1982-01-17,36.8,30.1,,,,0.70
1982-01-18,37.7,30.8,,,,0.00
1982-01-19,37.7,30.8,,,,0.50
1982-01-20,38.3,31.3,,,,0.10
1982-01-21,38.3,31.4,,,,0.70
1982-01-22,39.0,32.1,,,,0.00
1982-01-23,39.0,32.1,,,,0.00
1982-01-24,39.0,32.1,,,,1.10
1982-01-25,40.1,33.2,,,,0.00
1982-01-26,40.1,33.2,,,,0.00
1982-01-27,40.1,33.2,,,,0.50
1982-01-28,40.3,33.7,,,,0.00
1982-01-29,40.3,33.7,,,,0.00
1982-01-30,40.3,33.7,,,,0.10
1982-01-31,40.3,33.8,,,,0.00
1982-02-01,40.3,33.8,,,,0.60
1982-02-02,40.7,34.4,,,,0.00
1982-02-03,40.7,34.4,,,,0.00
1982-02-04,40.7,34.4,,,,0.00
1982-02-05,40.7,34.4,,,,0.10
1982-02-06,40.7,34.5,,,,0.40
1982-02-07,40.7,34.9,,,,0.30
1982-02-08,40.7,35.2,,,,0.20
1982-02-09,41.0,35.4,,,,0.40
1982-02-10,41.5,35.8,,,,0.00
1982-02-11,41.7,35.8,,,,0.00
1982-02-12,41.7,35.8,,,,0.00
1982-02-13,41.7,35.8,,,,0.00
1982-02-14,41.7,35.8,,,,0.00
1982-02-15,41.7,35.8,,,,0.10
1982-02-16,41.7,35.9,,,,0.00
1982-02-17,41.7,35.9,,,,0.60
1982-02-18,42.0,36.5,,,,0.00
1982-02-19,42.0,36.5,,,,0.00
1982-02-20,42.0,36.5,,,,0.00
1982-02-21,42.0,36.5,,,,0.00
1982-02-22,42.0,36.5,,,,0.00
1982-02-23,42.0,36.5,,,,0.30
1982-02-24,42.1,36.8,,,,0.00
1982-02-25,42.1,36.8,,,,0.00
1982-02-26,42.1,36.8,,,,0.00
1982-02-27,42.1,36.8,,,,0.00
1982-02-28,42.1,36.8,,,,0.00
1982-03-01,42.1,36.8,,,,0.00
1982-03-02,42.1,36.8,,,,3.00
1982-03-03,44.9,39.8,,,,0.00
1982-03-04,44.9,39.8,,,,0.00
1982-03-05,44.9,39.8,,,,0.00
1982-03-06,44.9,39.8,,,,0.00
1982-03-07,44.9,39.8,,,,0.00
1982-03-08,44.9,39.8,,,,0.00
1982-03-09,44.9,39.8,,,,1.40
1982-03-10,46.9,41.2,,,,0.10
1982-03-11,46.9,41.3,,,,0.00
1982-03-12,46.9,41.3,,,,0.00
1982-03-13,46.9,41.3,,,,0.00
1982-03-14,46.9,41.3,,,,1.20
1982-03-15,47.8,42.5,,,,0.80
1982-03-16,48.6,43.3,,,,0.70
1982-03-17,49.5,44.0,,,,0.20
1982-03-18,49.5,44.2,,,,0.40
1982-03-19,50.1,44.6,,,,0.20
1982-03-20,50.6,44.8,,,,0.30
1982-03-21,50.7,45.1,,,,0.00
1982-03-22,50.8,45.1,,,,0.00
1982-03-23,50.8,45.1,,,,0.00
1982-03-24,50.8,45.1,,,,0.10
1982-03-25,51.1,45.2,,,,0.20
1982-03-26,51.1,45.4,,,,0.10
1982-03-27,51.6,45.5,,,,0.10
1982-03-28,51.6,45.6,,,,0.30
1982-03-29,51.9,45.9,,,,0.00
1982-03-30,51.9,45.9,,,,0.60
1982-03-31,53.4,46.5,,,,0.00
1982-04-01,53.4,46.5,,,,0.10
1982-04-02,53.5,46.6,,,,0.20
1982-04-03,53.9,46.8,,,,0.20
1982-04-04,53.9,47.0,,,,0.70
1982-04-05,54.6,47.7,,,,0.40
1982-04-06,54.9,48.1,,,,0.20
1982-04-07,55.1,48.3,,,,0.40
1982-04-08,55.5,48.7,,,,0.50
1982-04-09,55.9,49.2,,,,0.00
1982-04-10,55.9,49.2,,,,0.10
1982-04-11,56.0,49.3,,,,0.80
1982-04-12,56.7,50.1,,,,1.00
1982-04-13,57.6,51.1,,,,0.00
1982-04-14,57.6,51.1,,,,0.10
1982-04-15,57.6,51.2,,,,0.00
1982-04-16,57.6,51.2,,,,0.10
1982-04-17,57.7,51.3,,,,0.10
1982-04-18,57.7,51.4,,,,0.00
1982-04-19,57.7,51.4,,,,0.10
1982-04-20,57.9,51.5,,,,0.00
1982-04-21,58.0,51.5,,,,0.00
1982-04-22,58.0,51.5,,,,0.00
1982-04-23,58.0,51.5,,,,0.20
1982-04-24,58.0,51.7,,,,0.00
1982-04-25,58.0,51.7,,,,0.10
1982-04-26,58.0,51.8,,,,0.00
1982-04-27,58.0,51.8,,,,0.20
1982-04-28,58.1,52.0,,,,0.10
1982-04-29,58.1,52.1,,,,0.00
1982-04-30,58.1,52.1,,,,0.00
1982-05-01,58.1,52.1,,,,0.20
1982-05-02,57.9,52.3,,,,0.00
1982-05-03,57.2,52.3,,,,0.50
1982-05-04,57.2,52.8,,,,0.10
1982-05-05,57.2,52.9,,,,0.00
1982-05-06,57.2,52.9,,,,0.00
1982-05-07,57.3,52.9,,,,0.00
1982-05-08,57.3,52.9,,,,0.20
1982-05-09,57.3,53.1,,,,0.30
1982-05-10,57.3,53.4,,,,0.00
1982-05-11,57.3,53.4,,,,0.50
1982-05-12,57.6,53.9,,,,1.00
1982-05-13,58.7,54.9,,,,0.40
1982-05-14,59.3,55.3,,,,0.20
1982-05-15,59.4,55.5,,,,0.30
1982-05-16,59.5,55.8,,,,0.10
1982-05-17,59.5,55.9,,,,0.10
1982-05-18,59.8,56.0,,,,0.10
1982-05-19,59.7,56.1,,,,0.10
1982-05-20,59.7,56.2,,,,0.00
1982-05-21,59.7,56.2,,,,0.00
1982-05-22,59.7,56.2,,,,0.00
1982-05-23,59.7,56.2,,,,0.00
1982-05-24,59.7,56.2,,,,0.30
1982-05-25,59.8,56.5,,,,0.10
1982-05-26,59.9,56.6,,,,0.00
1982-05-27,59.9,56.6,,,,0.00
1982-05-28,59.4,56.6,,,,0.10
1982-05-29,59.2,56.7,,,,0.00
1982-05-30,58.5,56.7,,,,0.30
1982-05-31,58.2,57.0,,,,0.10
1982-06-01,58.2,57.1,,,,0.00
1982-06-02,57.9,57.1,,,,0.00
1982-06-03,57.8,57.1,,,,0.30
1982-06-04,57.5,57.4,,,,0.10
1982-06-05,57.4,57.5,,,,0.00
1982-06-06,55.0,57.5,,,,0.00
1982-06-07,53.1,57.5,,,,0.00
1982-06-08,52.0,57.5,,,,0.00
1982-06-09,50.8,57.5,,,,0.00
1982-06-10,50.5,57.5,,,,0.00
1982-06-11,48.9,57.5,,,,0.00
1982-06-12,48.1,57.5,,,,0.00
1982-06-13,47.0,57.5,,,,0.00
1982-06-14,46.1,57.5,,,,0.00
1982-06-15,45.6,57.5,,,,0.00
1982-06-16,45.1,57.5,,,,0.40
1982-06-17,45.7,57.9,,,,0.10
1982-06-18,44.9,58.0,,,,0.00
1982-06-19,43.6,58.0,,,,0.00
1982-06-20,42.9,58.0,,,,0.10
1982-06-21,41.3,58.1,,,,0.00
1982-06-22,40.8,58.1,,,,0.00
1982-06-23,39.3,58.1,,,,0.00
1982-06-24,37.8,58.1,,,,0.00
1982-06-25,36.4,58.1,,,,0.10
1982-06-26,35.4,58.2,,,,0.20
1982-06-27,34.4,58.4,,,,0.00
1982-06-28,32.5,58.4,,,,0.10
1982-06-29,30.6,58.5,,,,0.10
1982-06-30,28.6,58.6,,,,0.10
1982-07-01,27.3,58.7,,,,0.00
1982-07-02,25.7,58.7,,,,0.10
1982-07-03,23.8,58.8,,,,0.00
1982-07-04,21.6,58.8,,,,0.00
1982-07-05,20.3,58.8,,,,0.50
1982-07-06,19.6,59.3,,,,0.10
1982-07-07,19.6,59.4,,,,0.10
1982-07-08,18.0,59.5,,,,0.00
1982-07-09,16.3,59.5,,,,0.00
1982-07-10,15.8,59.5,,,,0.00
1982-07-11,15.8,59.5,,,,0.10
1982-07-12,12.2,59.6,,,,0.10
1982-07-13,10.5,59.7,,,,0.00
1982-07-14,8.7,59.7,,,,0.00
1982-07-15,6.7,59.7,,,,0.00
1982-07-16,4.5,59.7,,,,0.00
1982-07-17,0.2,59.7,,,,0.00
1982-07-18,0.0,59.7,,,,0.00
1982-07-19,0.0,59.7,,,,0.00
1982-07-20,0.0,59.7,,,,0.00
1982-07-21,0.0,59.7,,,,0.00
1982-07-22,0.0,59.7,,,,0.00
1982-07-23,0.0,59.7,,,,0.00
1982-07-24,0.0,59.7,,,,0.00
1982-07-25,0.0,59.7,,,,0.00
1982-07-26,0.0,59.7,,,,0.00
1982-07-27,0.0,59.7,,,,0.60
1982-07-28,0.0,60.3,,,,0.30
1982-07-29,0.0,60.6,,,,0.20
1982-07-30,0.0,60.8,,,,0.20
1982-07-31,0.0,61.0,,,,0.00
1982-08-01,0.0,61.0,,,,0.00
1982-08-02,0.0,61.0,,,,0.20
1982-08-03,0.0,61.2,,,,0.00
1982-08-04,0.0,61.2,,,,0.00
1982-08-05,0.0,61.2,,,,0.00
1982-08-06,0.0,61.2,,,,0.00
1982-08-07,0.0,61.2,,,,0.00
1982-08-08,0.0,61.2,,,,0.00
1982-08-09,0.0,61.2,,,,0.00
1982-08-10,0.0,61.2,,,,0.10
1982-08-11,0.0,61.3,,,,0.10
1982-08-12,0.0,61.4,,,,0.20
1982-08-13,0.0,61.6,,,,0.10
1982-08-14,0.0,61.7,,,,0.00
1982-08-15,0.0,61.7,,,,0.20
1982-08-16,0.0,61.9,,,,0.00
1982-08-17,0.0,61.9,,,,0.10
1982-08-18,0.0,62.0,,,,0.00
1982-08-19,0.0,62.0,,,,0.00
1982-08-20,0.0,62.0,,,,0.00
1982-08-21,0.0,62.0,,,,0.00
1982-08-22,0.0,62.0,,,,0.20
1982-08-23,0.0,62.2,,,,0.00
1982-08-24,0.0,62.2,,,,0.00
1982-08-25,0.0,62.2,,,,0.00
1982-08-26,0.0,62.2,,,,0.00
1982-08-27,0.0,62.2,,,,0.20
1982-08-28,0.0,62.4,,,,0.40
